language_background,allsstar_file
SHS,ALL_103_F_SHS_ENG_HT1_01_S055
SHS,ALL_103_F_SHS_ENG_HT1_01_S056
SHS,ALL_103_F_SHS_ENG_HT1_01_S057
SHS,ALL_103_F_SHS_ENG_HT1_01_S058
SHS,ALL_103_F_SHS_ENG_HT1_01_S059
SHS,ALL_103_F_SHS_ENG_HT1_01_S060
SHS,ALL_103_F_SHS_ENG_HT2_01_S001
SHS,ALL_103_F_SHS_ENG_HT2_01_S002
SHS,ALL_103_F_SHS_ENG_HT2_01_S003
SHS,ALL_103_F_SHS_ENG_HT2_01_S004
SHS,ALL_103_F_SHS_ENG_HT2_01_S005
SHS,ALL_103_F_SHS_ENG_HT2_01_S006
SHS,ALL_103_F_SHS_ENG_HT2_01_S007
SHS,ALL_103_F_SHS_ENG_HT2_01_S008
SHS,ALL_103_F_SHS_ENG_HT2_01_S009
SHS,ALL_103_F_SHS_ENG_HT2_01_S010
SHS,ALL_103_F_SHS_ENG_HT2_01_S011
SHS,ALL_103_F_SHS_ENG_HT2_01_S012
SHS,ALL_103_F_SHS_ENG_HT2_01_S013
SHS,ALL_103_F_SHS_ENG_HT2_01_S014
SHS,ALL_103_F_SHS_ENG_HT2_01_S015
SHS,ALL_103_F_SHS_ENG_HT2_01_S016
SHS,ALL_103_F_SHS_ENG_HT2_01_S017
SHS,ALL_103_F_SHS_ENG_HT2_01_S018
SHS,ALL_103_F_SHS_ENG_HT2_01_S019
SHS,ALL_103_F_SHS_ENG_HT2_01_S020
SHS,ALL_103_F_SHS_ENG_HT2_01_S021
SHS,ALL_103_F_SHS_ENG_HT2_01_S022
SHS,ALL_103_F_SHS_ENG_HT2_01_S023
SHS,ALL_103_F_SHS_ENG_HT2_01_S024
SHS,ALL_103_F_SHS_ENG_HT2_01_S025
SHS,ALL_103_F_SHS_ENG_HT2_01_S026
SHS,ALL_103_F_SHS_ENG_HT2_01_S027
SHS,ALL_103_F_SHS_ENG_HT2_01_S028
SHS,ALL_103_F_SHS_ENG_HT2_01_S029
SHS,ALL_103_F_SHS_ENG_HT2_01_S030
SHS,ALL_103_F_SHS_ENG_HT2_01_S031
SHS,ALL_103_F_SHS_ENG_HT2_01_S032
SHS,ALL_103_F_SHS_ENG_HT2_01_S033
SHS,ALL_103_F_SHS_ENG_HT2_01_S034
SHS,ALL_103_F_SHS_ENG_HT2_01_S035
SHS,ALL_103_F_SHS_ENG_HT2_01_S036
SHS,ALL_103_F_SHS_ENG_HT2_01_S037
SHS,ALL_103_F_SHS_ENG_HT2_01_S038
SHS,ALL_103_F_SHS_ENG_HT2_01_S039
SHS,ALL_103_F_SHS_ENG_HT2_01_S040
SHS,ALL_103_F_SHS_ENG_HT2_01_S041
SHS,ALL_103_F_SHS_ENG_HT2_01_S042
SHS,ALL_103_F_SHS_ENG_HT2_01_S043
SHS,ALL_103_F_SHS_ENG_HT2_01_S044
SHS,ALL_103_F_SHS_ENG_HT2_01_S045
SHS,ALL_103_F_SHS_ENG_HT2_01_S046
SHS,ALL_103_F_SHS_ENG_HT2_01_S047
SHS,ALL_103_F_SHS_ENG_HT2_01_S048
SHS,ALL_103_F_SHS_ENG_HT2_01_S049
SHS,ALL_103_F_SHS_ENG_HT2_01_S050
SHS,ALL_104_M_SHS_ENG_HT1_01_S002
SHS,ALL_104_M_SHS_ENG_HT1_01_S003
SHS,ALL_104_M_SHS_ENG_HT1_01_S004
SHS,ALL_104_M_SHS_ENG_HT1_01_S005
SHS,ALL_104_M_SHS_ENG_HT1_01_S006
SHS,ALL_104_M_SHS_ENG_HT1_01_S007
SHS,ALL_104_M_SHS_ENG_HT1_01_S008
SHS,ALL_104_M_SHS_ENG_HT1_01_S009
SHS,ALL_104_M_SHS_ENG_HT1_01_S010
SHS,ALL_104_M_SHS_ENG_HT1_01_S011
SHS,ALL_104_M_SHS_ENG_HT1_01_S012
SHS,ALL_104_M_SHS_ENG_HT1_01_S013
SHS,ALL_104_M_SHS_ENG_HT1_01_S014
SHS,ALL_104_M_SHS_ENG_HT1_01_S015
SHS,ALL_104_M_SHS_ENG_HT1_01_S016
SHS,ALL_104_M_SHS_ENG_HT1_01_S017
SHS,ALL_104_M_SHS_ENG_HT1_01_S018
SHS,ALL_104_M_SHS_ENG_HT1_01_S019
SHS,ALL_104_M_SHS_ENG_HT1_01_S020
SHS,ALL_104_M_SHS_ENG_HT1_01_S021
SHS,ALL_104_M_SHS_ENG_HT1_01_S022
SHS,ALL_104_M_SHS_ENG_HT1_01_S023
SHS,ALL_104_M_SHS_ENG_HT1_01_S024
SHS,ALL_104_M_SHS_ENG_HT1_01_S025
SHS,ALL_104_M_SHS_ENG_HT1_01_S026
SHS,ALL_104_M_SHS_ENG_HT1_01_S027
SHS,ALL_104_M_SHS_ENG_HT1_01_S028
SHS,ALL_104_M_SHS_ENG_HT1_01_S029
SHS,ALL_104_M_SHS_ENG_HT1_01_S030
SHS,ALL_104_M_SHS_ENG_HT1_01_S031
SHS,ALL_104_M_SHS_ENG_HT1_01_S032
SHS,ALL_104_M_SHS_ENG_HT1_01_S033
SHS,ALL_104_M_SHS_ENG_HT1_01_S034
SHS,ALL_104_M_SHS_ENG_HT1_01_S035
SHS,ALL_104_M_SHS_ENG_HT1_01_S036
SHS,ALL_104_M_SHS_ENG_HT1_01_S037
SHS,ALL_104_M_SHS_ENG_HT1_01_S038
SHS,ALL_104_M_SHS_ENG_HT1_01_S039
SHS,ALL_104_M_SHS_ENG_HT1_01_S040
SHS,ALL_104_M_SHS_ENG_HT1_01_S041
SHS,ALL_104_M_SHS_ENG_HT1_01_S042
SHS,ALL_104_M_SHS_ENG_HT1_01_S043
SHS,ALL_104_M_SHS_ENG_HT1_01_S044
SHS,ALL_104_M_SHS_ENG_HT1_01_S045
SHS,ALL_104_M_SHS_ENG_HT1_01_S046
SHS,ALL_104_M_SHS_ENG_HT1_01_S047
SHS,ALL_104_M_SHS_ENG_HT1_01_S048
SHS,ALL_104_M_SHS_ENG_HT1_01_S049
SHS,ALL_104_M_SHS_ENG_HT1_01_S050
SHS,ALL_104_M_SHS_ENG_HT1_01_S051
SHS,ALL_104_M_SHS_ENG_HT1_01_S052
SHS,ALL_104_M_SHS_ENG_HT1_01_S053
SHS,ALL_104_M_SHS_ENG_HT1_01_S054
SHS,ALL_104_M_SHS_ENG_HT1_01_S055
SHS,ALL_104_M_SHS_ENG_HT1_01_S056
SHS,ALL_104_M_SHS_ENG_HT1_01_S057
SHS,ALL_104_M_SHS_ENG_HT1_01_S058
SHS,ALL_104_M_SHS_ENG_HT1_01_S059
SHS,ALL_104_M_SHS_ENG_HT1_01_S060
SHS,ALL_104_M_SHS_ENG_HT2_01_S001
SHS,ALL_104_M_SHS_ENG_HT2_01_S002
SHS,ALL_104_M_SHS_ENG_HT2_01_S003
SHS,ALL_104_M_SHS_ENG_HT2_01_S004
SHS,ALL_104_M_SHS_ENG_HT2_01_S005
SHS,ALL_104_M_SHS_ENG_HT2_01_S006
SHS,ALL_104_M_SHS_ENG_HT2_01_S007
SHS,ALL_104_M_SHS_ENG_HT2_01_S008
SHS,ALL_104_M_SHS_ENG_HT2_01_S009
SHS,ALL_104_M_SHS_ENG_HT2_01_S010
SHS,ALL_104_M_SHS_ENG_HT2_01_S011
SHS,ALL_104_M_SHS_ENG_HT2_01_S012
SHS,ALL_104_M_SHS_ENG_HT2_01_S013
SHS,ALL_104_M_SHS_ENG_HT2_01_S014
SHS,ALL_104_M_SHS_ENG_HT2_01_S015
SHS,ALL_104_M_SHS_ENG_HT2_01_S016
SHS,ALL_104_M_SHS_ENG_HT2_01_S017
SHS,ALL_104_M_SHS_ENG_HT2_01_S018
SHS,ALL_104_M_SHS_ENG_HT2_01_S019
SHS,ALL_104_M_SHS_ENG_HT2_01_S020
SHS,ALL_104_M_SHS_ENG_HT2_01_S021
SHS,ALL_104_M_SHS_ENG_HT2_01_S022
SHS,ALL_104_M_SHS_ENG_HT2_01_S023
SHS,ALL_104_M_SHS_ENG_HT2_01_S024
SHS,ALL_104_M_SHS_ENG_HT2_01_S025
SHS,ALL_104_M_SHS_ENG_HT2_01_S026
SHS,ALL_104_M_SHS_ENG_HT2_01_S027
SHS,ALL_104_M_SHS_ENG_HT2_01_S028
SHS,ALL_104_M_SHS_ENG_HT2_01_S029
SHS,ALL_104_M_SHS_ENG_HT2_01_S030
SHS,ALL_104_M_SHS_ENG_HT2_01_S031
SHS,ALL_104_M_SHS_ENG_HT2_01_S032
SHS,ALL_104_M_SHS_ENG_HT2_01_S033
SHS,ALL_104_M_SHS_ENG_HT2_01_S034
SHS,ALL_104_M_SHS_ENG_HT2_01_S035
SHS,ALL_104_M_SHS_ENG_HT2_01_S036
SHS,ALL_104_M_SHS_ENG_HT2_01_S037
SHS,ALL_104_M_SHS_ENG_HT2_01_S038
SHS,ALL_104_M_SHS_ENG_HT2_01_S039
SHS,ALL_104_M_SHS_ENG_HT2_01_S040
SHS,ALL_104_M_SHS_ENG_HT2_01_S041
SHS,ALL_104_M_SHS_ENG_HT2_01_S042
SHS,ALL_104_M_SHS_ENG_HT2_01_S043
SHS,ALL_104_M_SHS_ENG_HT2_01_S044
SHS,ALL_104_M_SHS_ENG_HT2_01_S045
SHS,ALL_104_M_SHS_ENG_HT2_01_S046
SHS,ALL_104_M_SHS_ENG_HT2_01_S047
SHS,ALL_104_M_SHS_ENG_HT2_01_S048
SHS,ALL_104_M_SHS_ENG_HT2_01_S049
SHS,ALL_104_M_SHS_ENG_HT2_01_S050
SHS,ALL_105_M_SHS_ENG_HT1_01_S002
SHS,ALL_105_M_SHS_ENG_HT1_01_S003
SHS,ALL_105_M_SHS_ENG_HT1_01_S004
SHS,ALL_105_M_SHS_ENG_HT1_01_S005
SHS,ALL_105_M_SHS_ENG_HT1_01_S006
SHS,ALL_105_M_SHS_ENG_HT1_01_S007
SHS,ALL_105_M_SHS_ENG_HT1_01_S008
SHS,ALL_105_M_SHS_ENG_HT1_01_S009
SHS,ALL_105_M_SHS_ENG_HT1_01_S010
SHS,ALL_105_M_SHS_ENG_HT1_01_S011
SHS,ALL_105_M_SHS_ENG_HT1_01_S012
SHS,ALL_105_M_SHS_ENG_HT1_01_S013
SHS,ALL_105_M_SHS_ENG_HT1_01_S014
SHS,ALL_105_M_SHS_ENG_HT1_01_S015
SHS,ALL_105_M_SHS_ENG_HT1_01_S016
SHS,ALL_105_M_SHS_ENG_HT1_01_S017
SHS,ALL_105_M_SHS_ENG_HT1_01_S018
SHS,ALL_105_M_SHS_ENG_HT1_01_S019
SHS,ALL_105_M_SHS_ENG_HT1_01_S020
SHS,ALL_105_M_SHS_ENG_HT1_01_S021
SHS,ALL_105_M_SHS_ENG_HT1_01_S022
SHS,ALL_105_M_SHS_ENG_HT1_01_S023
SHS,ALL_105_M_SHS_ENG_HT1_01_S024
SHS,ALL_105_M_SHS_ENG_HT1_01_S025
SHS,ALL_105_M_SHS_ENG_HT1_01_S026
SHS,ALL_105_M_SHS_ENG_HT1_01_S027
SHS,ALL_105_M_SHS_ENG_HT1_01_S028
SHS,ALL_105_M_SHS_ENG_HT1_01_S029
SHS,ALL_105_M_SHS_ENG_HT1_01_S030
SHS,ALL_105_M_SHS_ENG_HT1_01_S031
SHS,ALL_105_M_SHS_ENG_HT1_01_S032
SHS,ALL_105_M_SHS_ENG_HT1_01_S033
SHS,ALL_105_M_SHS_ENG_HT1_01_S034
SHS,ALL_105_M_SHS_ENG_HT1_01_S035
SHS,ALL_105_M_SHS_ENG_HT1_01_S036
SHS,ALL_105_M_SHS_ENG_HT1_01_S037
SHS,ALL_105_M_SHS_ENG_HT1_01_S038
SHS,ALL_105_M_SHS_ENG_HT1_01_S039
SHS,ALL_105_M_SHS_ENG_HT1_01_S040
SHS,ALL_105_M_SHS_ENG_HT1_01_S041
SHS,ALL_105_M_SHS_ENG_HT1_01_S042
SHS,ALL_105_M_SHS_ENG_HT1_01_S043
SHS,ALL_105_M_SHS_ENG_HT1_01_S044
SHS,ALL_105_M_SHS_ENG_HT1_01_S045
SHS,ALL_105_M_SHS_ENG_HT1_01_S046
SHS,ALL_105_M_SHS_ENG_HT1_01_S047
SHS,ALL_105_M_SHS_ENG_HT1_01_S048
SHS,ALL_105_M_SHS_ENG_HT1_01_S049
SHS,ALL_105_M_SHS_ENG_HT1_01_S050
SHS,ALL_105_M_SHS_ENG_HT1_01_S051
SHS,ALL_105_M_SHS_ENG_HT1_01_S052
SHS,ALL_105_M_SHS_ENG_HT1_01_S053
SHS,ALL_105_M_SHS_ENG_HT1_01_S054
SHS,ALL_105_M_SHS_ENG_HT1_01_S055
SHS,ALL_105_M_SHS_ENG_HT1_01_S056
SHS,ALL_105_M_SHS_ENG_HT1_01_S057
SHS,ALL_105_M_SHS_ENG_HT1_01_S058
SHS,ALL_105_M_SHS_ENG_HT1_01_S059
SHS,ALL_105_M_SHS_ENG_HT1_01_S060
SHS,ALL_105_M_SHS_ENG_HT2_01_S001
SHS,ALL_105_M_SHS_ENG_HT2_01_S002
SHS,ALL_105_M_SHS_ENG_HT2_01_S003
SHS,ALL_105_M_SHS_ENG_HT2_01_S004
SHS,ALL_105_M_SHS_ENG_HT2_01_S005
SHS,ALL_105_M_SHS_ENG_HT2_01_S006
SHS,ALL_105_M_SHS_ENG_HT2_01_S007
SHS,ALL_105_M_SHS_ENG_HT2_01_S008
SHS,ALL_105_M_SHS_ENG_HT2_01_S009
SHS,ALL_105_M_SHS_ENG_HT2_01_S010
SHS,ALL_105_M_SHS_ENG_HT2_01_S011
SHS,ALL_105_M_SHS_ENG_HT2_01_S012
SHS,ALL_105_M_SHS_ENG_HT2_01_S013
SHS,ALL_105_M_SHS_ENG_HT2_01_S014
SHS,ALL_105_M_SHS_ENG_HT2_01_S015
SHS,ALL_105_M_SHS_ENG_HT2_01_S016
SHS,ALL_105_M_SHS_ENG_HT2_01_S017
SHS,ALL_105_M_SHS_ENG_HT2_01_S018
SHS,ALL_105_M_SHS_ENG_HT2_01_S019
SHS,ALL_105_M_SHS_ENG_HT2_01_S020
SHS,ALL_105_M_SHS_ENG_HT2_01_S021
SHS,ALL_105_M_SHS_ENG_HT2_01_S022
SHS,ALL_105_M_SHS_ENG_HT2_01_S023
SHS,ALL_105_M_SHS_ENG_HT2_01_S024
SHS,ALL_105_M_SHS_ENG_HT2_01_S025
SHS,ALL_105_M_SHS_ENG_HT2_01_S026
SHS,ALL_105_M_SHS_ENG_HT2_01_S027
SHS,ALL_105_M_SHS_ENG_HT2_01_S028
SHS,ALL_105_M_SHS_ENG_HT2_01_S029
SHS,ALL_105_M_SHS_ENG_HT2_01_S030
SHS,ALL_105_M_SHS_ENG_HT2_01_S031
SHS,ALL_105_M_SHS_ENG_HT2_01_S032
SHS,ALL_105_M_SHS_ENG_HT2_01_S033
SHS,ALL_105_M_SHS_ENG_HT2_01_S034
SHS,ALL_105_M_SHS_ENG_HT2_01_S035
SHS,ALL_105_M_SHS_ENG_HT2_01_S036
SHS,ALL_105_M_SHS_ENG_HT2_01_S037
SHS,ALL_105_M_SHS_ENG_HT2_01_S038
SHS,ALL_105_M_SHS_ENG_HT2_01_S039
SHS,ALL_105_M_SHS_ENG_HT2_01_S040
SHS,ALL_105_M_SHS_ENG_HT2_01_S041
SHS,ALL_105_M_SHS_ENG_HT2_01_S042
SHS,ALL_105_M_SHS_ENG_HT2_01_S043
SHS,ALL_105_M_SHS_ENG_HT2_01_S044
SHS,ALL_105_M_SHS_ENG_HT2_01_S045
SHS,ALL_105_M_SHS_ENG_HT2_01_S046
SHS,ALL_105_M_SHS_ENG_HT2_01_S047
SHS,ALL_105_M_SHS_ENG_HT2_01_S048
SHS,ALL_105_M_SHS_ENG_HT2_01_S049
SHS,ALL_105_M_SHS_ENG_HT2_01_S050
SHS,ALL_106_M_SHS_ENG_HT1_01_S002
SHS,ALL_106_M_SHS_ENG_HT1_01_S003
SHS,ALL_106_M_SHS_ENG_HT1_01_S004
SHS,ALL_106_M_SHS_ENG_HT1_01_S005
SHS,ALL_106_M_SHS_ENG_HT1_01_S006
SHS,ALL_106_M_SHS_ENG_HT1_01_S007
SHS,ALL_106_M_SHS_ENG_HT1_01_S008
SHS,ALL_106_M_SHS_ENG_HT1_01_S009
SHS,ALL_106_M_SHS_ENG_HT1_01_S010
SHS,ALL_106_M_SHS_ENG_HT1_01_S012
SHS,ALL_106_M_SHS_ENG_HT1_01_S013
SHS,ALL_106_M_SHS_ENG_HT1_01_S014
SHS,ALL_106_M_SHS_ENG_HT1_01_S015
SHS,ALL_106_M_SHS_ENG_HT1_01_S016
SHS,ALL_106_M_SHS_ENG_HT1_01_S017
SHS,ALL_106_M_SHS_ENG_HT1_01_S018
SHS,ALL_106_M_SHS_ENG_HT1_01_S019
SHS,ALL_106_M_SHS_ENG_HT1_01_S020
SHS,ALL_106_M_SHS_ENG_HT1_01_S021
SHS,ALL_106_M_SHS_ENG_HT1_01_S022
SHS,ALL_106_M_SHS_ENG_HT1_01_S023
SHS,ALL_106_M_SHS_ENG_HT1_01_S024
SHS,ALL_106_M_SHS_ENG_HT1_01_S025
SHS,ALL_106_M_SHS_ENG_HT1_01_S026
SHS,ALL_106_M_SHS_ENG_HT1_01_S027
SHS,ALL_106_M_SHS_ENG_HT1_01_S028
SHS,ALL_106_M_SHS_ENG_HT1_01_S029
SHS,ALL_106_M_SHS_ENG_HT1_01_S030
SHS,ALL_106_M_SHS_ENG_HT1_01_S031
SHS,ALL_106_M_SHS_ENG_HT1_01_S032
SHS,ALL_106_M_SHS_ENG_HT1_01_S033
SHS,ALL_106_M_SHS_ENG_HT1_01_S034
SHS,ALL_106_M_SHS_ENG_HT1_01_S035
SHS,ALL_106_M_SHS_ENG_HT1_01_S036
SHS,ALL_106_M_SHS_ENG_HT1_01_S037
SHS,ALL_106_M_SHS_ENG_HT1_01_S038
SHS,ALL_106_M_SHS_ENG_HT1_01_S039
SHS,ALL_106_M_SHS_ENG_HT1_01_S040
SHS,ALL_106_M_SHS_ENG_HT1_01_S041
SHS,ALL_106_M_SHS_ENG_HT1_01_S042
SHS,ALL_106_M_SHS_ENG_HT1_01_S043
SHS,ALL_106_M_SHS_ENG_HT1_01_S044
SHS,ALL_106_M_SHS_ENG_HT1_01_S045
SHS,ALL_106_M_SHS_ENG_HT1_01_S046
SHS,ALL_106_M_SHS_ENG_HT1_01_S047
SHS,ALL_106_M_SHS_ENG_HT1_01_S048
SHS,ALL_106_M_SHS_ENG_HT1_01_S049
SHS,ALL_106_M_SHS_ENG_HT1_01_S050
SHS,ALL_106_M_SHS_ENG_HT1_01_S051
SHS,ALL_106_M_SHS_ENG_HT1_01_S052
SHS,ALL_106_M_SHS_ENG_HT1_01_S053
SHS,ALL_106_M_SHS_ENG_HT1_01_S054
SHS,ALL_106_M_SHS_ENG_HT1_01_S055
SHS,ALL_106_M_SHS_ENG_HT1_01_S056
SHS,ALL_106_M_SHS_ENG_HT1_01_S057
SHS,ALL_106_M_SHS_ENG_HT1_01_S058
SHS,ALL_106_M_SHS_ENG_HT1_01_S059
SHS,ALL_106_M_SHS_ENG_HT1_01_S060
SHS,ALL_106_M_SHS_ENG_HT2_01_S001
SHS,ALL_106_M_SHS_ENG_HT2_01_S002
SHS,ALL_106_M_SHS_ENG_HT2_01_S003
SHS,ALL_106_M_SHS_ENG_HT2_01_S004
SHS,ALL_106_M_SHS_ENG_HT2_01_S005
SHS,ALL_106_M_SHS_ENG_HT2_01_S006
SHS,ALL_106_M_SHS_ENG_HT2_01_S007
SHS,ALL_106_M_SHS_ENG_HT2_01_S008
SHS,ALL_106_M_SHS_ENG_HT2_01_S009
SHS,ALL_106_M_SHS_ENG_HT2_01_S010
SHS,ALL_106_M_SHS_ENG_HT2_01_S011
SHS,ALL_106_M_SHS_ENG_HT2_01_S012
SHS,ALL_106_M_SHS_ENG_HT2_01_S013
SHS,ALL_106_M_SHS_ENG_HT2_01_S014
SHS,ALL_106_M_SHS_ENG_HT2_01_S015
SHS,ALL_106_M_SHS_ENG_HT2_01_S016
SHS,ALL_106_M_SHS_ENG_HT2_01_S017
SHS,ALL_106_M_SHS_ENG_HT2_01_S018
SHS,ALL_106_M_SHS_ENG_HT2_01_S019
SHS,ALL_106_M_SHS_ENG_HT2_01_S020
SHS,ALL_106_M_SHS_ENG_HT2_01_S021
SHS,ALL_106_M_SHS_ENG_HT2_01_S022
SHS,ALL_106_M_SHS_ENG_HT2_01_S023
SHS,ALL_106_M_SHS_ENG_HT2_01_S024
SHS,ALL_106_M_SHS_ENG_HT2_01_S025
SHS,ALL_106_M_SHS_ENG_HT2_01_S026
SHS,ALL_106_M_SHS_ENG_HT2_01_S027
SHS,ALL_106_M_SHS_ENG_HT2_01_S028
SHS,ALL_106_M_SHS_ENG_HT2_01_S029
SHS,ALL_106_M_SHS_ENG_HT2_01_S030
SHS,ALL_106_M_SHS_ENG_HT2_01_S031
SHS,ALL_106_M_SHS_ENG_HT2_01_S032
SHS,ALL_106_M_SHS_ENG_HT2_01_S033
SHS,ALL_106_M_SHS_ENG_HT2_01_S034
SHS,ALL_106_M_SHS_ENG_HT2_01_S035
SHS,ALL_106_M_SHS_ENG_HT2_01_S036
SHS,ALL_106_M_SHS_ENG_HT2_01_S037
SHS,ALL_106_M_SHS_ENG_HT2_01_S038
SHS,ALL_106_M_SHS_ENG_HT2_01_S039
SHS,ALL_106_M_SHS_ENG_HT2_01_S040
SHS,ALL_106_M_SHS_ENG_HT2_01_S041
SHS,ALL_106_M_SHS_ENG_HT2_01_S042
SHS,ALL_106_M_SHS_ENG_HT2_01_S043
SHS,ALL_106_M_SHS_ENG_HT2_01_S044
SHS,ALL_106_M_SHS_ENG_HT2_01_S045
SHS,ALL_106_M_SHS_ENG_HT2_01_S046
SHS,ALL_106_M_SHS_ENG_HT2_01_S047
SHS,ALL_106_M_SHS_ENG_HT2_01_S048
SHS,ALL_106_M_SHS_ENG_HT2_01_S049
SHS,ALL_106_M_SHS_ENG_HT2_01_S050
SHS,ALL_107_F_SHS_ENG_HT1_01_S002
SHS,ALL_107_F_SHS_ENG_HT1_01_S003
SHS,ALL_107_F_SHS_ENG_HT1_01_S004
SHS,ALL_107_F_SHS_ENG_HT1_01_S005
SHS,ALL_107_F_SHS_ENG_HT1_01_S006
SHS,ALL_107_F_SHS_ENG_HT1_01_S007
SHS,ALL_107_F_SHS_ENG_HT1_01_S008
SHS,ALL_107_F_SHS_ENG_HT1_01_S009
SHS,ALL_107_F_SHS_ENG_HT1_01_S010
SHS,ALL_107_F_SHS_ENG_HT1_01_S011
SHS,ALL_107_F_SHS_ENG_HT1_01_S012
SHS,ALL_107_F_SHS_ENG_HT1_01_S013
SHS,ALL_107_F_SHS_ENG_HT1_01_S014
SHS,ALL_107_F_SHS_ENG_HT1_01_S015
SHS,ALL_107_F_SHS_ENG_HT1_01_S016
SHS,ALL_107_F_SHS_ENG_HT1_01_S017
SHS,ALL_107_F_SHS_ENG_HT1_01_S018
SHS,ALL_107_F_SHS_ENG_HT1_01_S019
SHS,ALL_107_F_SHS_ENG_HT1_01_S020
SHS,ALL_107_F_SHS_ENG_HT1_01_S021
SHS,ALL_107_F_SHS_ENG_HT1_01_S022
SHS,ALL_107_F_SHS_ENG_HT1_01_S023
SHS,ALL_107_F_SHS_ENG_HT1_01_S024
SHS,ALL_107_F_SHS_ENG_HT1_01_S025
SHS,ALL_107_F_SHS_ENG_HT1_01_S026
SHS,ALL_107_F_SHS_ENG_HT1_01_S027
SHS,ALL_107_F_SHS_ENG_HT1_01_S028
SHS,ALL_107_F_SHS_ENG_HT1_01_S029
SHS,ALL_107_F_SHS_ENG_HT1_01_S030
SHS,ALL_107_F_SHS_ENG_HT1_01_S031
SHS,ALL_107_F_SHS_ENG_HT1_01_S032
SHS,ALL_107_F_SHS_ENG_HT1_01_S033
SHS,ALL_107_F_SHS_ENG_HT1_01_S034
SHS,ALL_107_F_SHS_ENG_HT1_01_S035
SHS,ALL_107_F_SHS_ENG_HT1_01_S036
SHS,ALL_107_F_SHS_ENG_HT1_01_S037
SHS,ALL_107_F_SHS_ENG_HT1_01_S038
SHS,ALL_107_F_SHS_ENG_HT1_01_S039
SHS,ALL_107_F_SHS_ENG_HT1_01_S040
SHS,ALL_107_F_SHS_ENG_HT1_01_S041
SHS,ALL_107_F_SHS_ENG_HT1_01_S042
SHS,ALL_107_F_SHS_ENG_HT1_01_S043
SHS,ALL_107_F_SHS_ENG_HT1_01_S044
SHS,ALL_107_F_SHS_ENG_HT1_01_S045
SHS,ALL_107_F_SHS_ENG_HT1_01_S046
SHS,ALL_107_F_SHS_ENG_HT1_01_S047
SHS,ALL_107_F_SHS_ENG_HT1_01_S048
SHS,ALL_107_F_SHS_ENG_HT1_01_S049
SHS,ALL_107_F_SHS_ENG_HT1_01_S050
SHS,ALL_107_F_SHS_ENG_HT1_01_S051
SHS,ALL_107_F_SHS_ENG_HT1_01_S052
SHS,ALL_107_F_SHS_ENG_HT1_01_S053
SHS,ALL_107_F_SHS_ENG_HT1_01_S054
SHS,ALL_107_F_SHS_ENG_HT1_01_S055
SHS,ALL_107_F_SHS_ENG_HT1_01_S056
SHS,ALL_107_F_SHS_ENG_HT1_01_S057
SHS,ALL_107_F_SHS_ENG_HT1_01_S058
SHS,ALL_107_F_SHS_ENG_HT1_01_S059
SHS,ALL_107_F_SHS_ENG_HT1_01_S060
SHS,ALL_107_F_SHS_ENG_HT2_01_S001
SHS,ALL_107_F_SHS_ENG_HT2_01_S002
SHS,ALL_107_F_SHS_ENG_HT2_01_S003
SHS,ALL_107_F_SHS_ENG_HT2_01_S004
SHS,ALL_107_F_SHS_ENG_HT2_01_S005
SHS,ALL_107_F_SHS_ENG_HT2_01_S006
SHS,ALL_107_F_SHS_ENG_HT2_01_S007
SHS,ALL_107_F_SHS_ENG_HT2_01_S008
SHS,ALL_107_F_SHS_ENG_HT2_01_S009
SHS,ALL_107_F_SHS_ENG_HT2_01_S010
SHS,ALL_107_F_SHS_ENG_HT2_01_S011
SHS,ALL_107_F_SHS_ENG_HT2_01_S012
SHS,ALL_107_F_SHS_ENG_HT2_01_S013
SHS,ALL_107_F_SHS_ENG_HT2_01_S014
SHS,ALL_107_F_SHS_ENG_HT2_01_S015
SHS,ALL_107_F_SHS_ENG_HT2_01_S016
SHS,ALL_107_F_SHS_ENG_HT2_01_S017
SHS,ALL_107_F_SHS_ENG_HT2_01_S018
SHS,ALL_107_F_SHS_ENG_HT2_01_S019
SHS,ALL_107_F_SHS_ENG_HT2_01_S020
SHS,ALL_107_F_SHS_ENG_HT2_01_S021
SHS,ALL_107_F_SHS_ENG_HT2_01_S022
SHS,ALL_107_F_SHS_ENG_HT2_01_S023
SHS,ALL_107_F_SHS_ENG_HT2_01_S024
SHS,ALL_107_F_SHS_ENG_HT2_01_S025
SHS,ALL_107_F_SHS_ENG_HT2_01_S026
SHS,ALL_107_F_SHS_ENG_HT2_01_S027
SHS,ALL_107_F_SHS_ENG_HT2_01_S028
SHS,ALL_107_F_SHS_ENG_HT2_01_S029
SHS,ALL_107_F_SHS_ENG_HT2_01_S030
SHS,ALL_107_F_SHS_ENG_HT2_01_S031
SHS,ALL_107_F_SHS_ENG_HT2_01_S032
SHS,ALL_107_F_SHS_ENG_HT2_01_S033
SHS,ALL_107_F_SHS_ENG_HT2_01_S034
SHS,ALL_107_F_SHS_ENG_HT2_01_S035
SHS,ALL_107_F_SHS_ENG_HT2_01_S036
SHS,ALL_107_F_SHS_ENG_HT2_01_S037
SHS,ALL_107_F_SHS_ENG_HT2_01_S038
SHS,ALL_107_F_SHS_ENG_HT2_01_S039
SHS,ALL_107_F_SHS_ENG_HT2_01_S040
SHS,ALL_107_F_SHS_ENG_HT2_01_S041
